
GENERATION NUMBER,  1,

SELECTION STAGE 

GENERATION NUMBER,  8,

SELECTION STAGE 

KILL,41,%,FITNESS,3
FETCH,28,%,FITNESS,1
GATHER,27,%,FITNESS,12
EXPLORE,4,%,FITNESS,1
CLOSE,40,%,FITNESS,1
MID,39,%,FITNESS,2
FAR,21,%,FITNESS,1
FINAL STAGE 

